total_return,annual_return,max_drawdown,sharpe,win_rate,final_equity,trade_days,max_positions,avg_held,max_held,portfolio_buys,portfolio_sells,round_trips,profit_factor,pnl_abs,rules,start,end,init_cash,cost_per_side
48.05,7.84,-34.5,0.45,25.14,148050.36,1261,5,1.98,5,131,131,131,1.13,48050.36,fill_vote3_vote_lt2_n5_mom25.0_mkma200_rgno_buy,2021-05-27,2026-08-06,100000.0,0.0005
